1000	1000
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	56
57	57
58	58
59	59
60	60
61	61
62	62
63	63
64	64
65	65
66	66
67	67
68	68
69	69
70	70
71	71
72	72
73	73
74	74
75	75
76	76
77	77
78	78
79	79
80	80
81	81
82	82
83	83
84	84
85	85
86	86
87	87
88	88
89	89
90	90
91	91
92	92
93	93
94	94
95	95
96	96
97	97
98	98
99	99
100	100
101	101
102	102
103	103
104	104
105	105
106	106
107	107
108	108
109	109
110	110
111	111
112	112
113	113
114	114
115	115
116	116
117	117
118	118
119	119
120	120
121	121
122	122
123	123
124	124
125	125
126	126
127	127
128	128
129	129
130	130
131	131
132	132
133	133
134	134
135	135
136	136
137	137
138	138
139	139
140	140
141	141
142	142
143	143
144	144
145	145
146	146
147	147
148	148
149	149
150	150
151	151
152	152
153	153
154	154
155	155
156	156
157	157
158	158
159	159
160	160
161	161
162	162
163	163
164	164
165	165
166	166
167	167
168	168
169	169
170	170
171	171
172	172
173	173
174	174
175	175
176	176
177	177
178	178
179	179
180	180
181	181
182	182
183	183
184	184
184	185
185	186
186	187
187	188
188	189
189	190
190	191
191	192
192	193
193	194
194	195
195	196
196	197
197	198
198	199
199	200
200	201
201	202
202	203
203	204
204	205
205	206
206	207
206	208
207	209
208	210
208	211
209	212
210	213
211	214
212	215
213	216
214	217
215	218
216	219
217	220
218	221
219	222
219	223
220	224
221	225
222	226
223	227
224	228
225	229
225	230
226	231
227	232
228	233
228	234
229	235
230	236
231	237
232	238
233	239
234	240
234	241
235	242
236	243
236	244
237	245
238	246
238	247
239	248
240	249
241	250
241	251
242	252
243	253
243	254
244	255
245	256
246	257
247	258
248	259
248	260
249	261
250	262
251	263
252	264
253	265
254	266
255	267
256	268
257	269
258	270
259	271
259	272
259	273
259	274
259	275
260	276
261	277
262	278
263	279
264	280
265	281
266	282
267	283
268	284
269	285
270	286
271	287
272	288
272	289
273	290
274	291
275	292
276	293
277	294
278	295
279	296
280	297
280	298
281	299
282	300
283	301
284	302
285	303
286	304
287	305
288	306
289	307
290	308
290	309
291	310
292	311
293	312
294	313
294	314
295	315
296	316
297	317
297	318
297	319
297	320
298	321
299	322
299	323
299	324
300	325
301	326
302	327
303	328
304	329
305	330
306	331
307	332
308	333
309	334
310	335
311	336
312	337
312	338
312	339
312	340
313	341
314	342
315	343
315	344
316	345
316	346
316	347
317	348
317	349
318	350
319	351
320	352
321	353
321	354
322	355
323	356
324	357
325	358
325	359
326	360
326	361
327	362
327	363
328	364
329	365
330	366
331	367
332	368
333	369
334	370
334	371
334	372
335	373
336	374
337	375
338	376
339	377
339	378
340	379
341	380
341	381
341	382
342	383
343	384
344	385
345	386
345	387
346	388
347	389
347	390
348	391
348	392
349	393
350	394
351	395
352	396
353	397
354	398
354	399
355	400
356	401
357	402
358	403
358	404
359	405
359	406
359	407
360	408
360	409
361	410
362	411
363	412
364	413
364	414
365	415
366	416
367	417
368	418
369	419
370	420
371	421
371	422
371	423
372	424
373	425
374	426
375	427
376	428
377	429
377	430
378	431
379	432
379	433
379	434
380	435
380	436
381	437
382	438
382	439
382	440
383	441
384	442
384	443
384	444
384	445
384	446
384	447
384	448
385	449
385	450
385	451
385	452
386	453
386	454
387	455
388	456
389	457
390	458
391	459
392	460
393	461
393	462
394	463
395	464
396	465
397	466
398	467
399	468
400	469
400	470
401	471
402	472
402	473
402	474
403	475
404	476
405	477
406	478
407	479
407	480
408	481
409	482
409	483
409	484
409	485
410	486
410	487
410	488
410	489
410	490
410	491
410	492
410	493
410	494
410	495
410	496
411	497
411	498
412	499
412	500
413	501
414	502
415	503
416	504
416	505
417	506
418	507
418	508
418	509
419	510
419	511
419	512
420	513
421	514
422	515
422	516
423	517
424	518
424	519
424	520
425	521
425	522
426	523
427	524
427	525
428	526
428	527
428	528
428	529
429	530
430	531
430	532
430	533
430	534
431	535
431	536
431	537
431	538
431	539
431	540
432	541
433	542
434	543
435	544
436	545
437	546
438	547
439	548
440	549
440	550
440	551
440	552
440	553
441	554
441	555
441	556
442	557
443	558
443	559
443	560
444	561
444	562
445	563
445	564
446	565
446	566
446	567
447	568
448	569
448	570
449	571
449	572
450	573
451	574
452	575
453	576
454	577
455	578
455	579
456	580
457	581
457	582
458	583
458	584
458	585
458	586
459	587
460	588
460	589
460	590
461	591
462	592
462	593
462	594
463	595
464	596
465	597
466	598
467	599
467	600
467	601
467	602
468	603
469	604
470	605
471	606
471	607
471	608
472	609
473	610
474	611
474	612
474	613
475	614
476	615
476	616
477	617
477	618
477	619
477	620
478	621
478	622
479	623
479	624
480	625
480	626
481	627
482	628
483	629
483	630
484	631
484	632
485	633
486	634
486	635
486	636
486	637
487	638
487	639
487	640
488	641
488	642
488	643
488	644
488	645
488	646
489	647
489	648
489	649
490	650
491	651
491	652
491	653
491	654
491	655
492	656
493	657
494	658
494	659
495	660
496	661
496	662
497	663
497	664
498	665
498	666
498	667
499	668
500	669
500	670
501	671
502	672
503	673
503	674
504	675
505	676
505	677
506	678
506	679
507	680
508	681
509	682
510	683
510	684
510	685
511	686
511	687
511	688
512	689
513	690
514	691
514	692
515	693
516	694
516	695
517	696
517	697
518	698
519	699
519	700
520	701
521	702
522	703
523	704
524	705
525	706
526	707
527	708
527	709
527	710
528	711
528	712
528	713
528	714
528	715
528	716
528	717
528	718
528	719
528	720
528	721
529	722
530	723
531	724
531	725
531	726
531	727
531	728
532	729
533	730
533	731
534	732
535	733
535	734
536	735
536	736
536	737
537	738
538	739
539	740
540	741
541	742
542	743
542	744
542	745
543	746
544	747
545	748
545	749
546	750
546	751
547	752
547	753
548	754
548	755
549	756
550	757
551	758
551	759
551	760
552	761
552	762
553	763
554	764
555	765
556	766
557	767
558	768
559	769
559	770
559	771
560	772
561	773
562	774
562	775
562	776
563	777
564	778
565	779
565	780
566	781
567	782
567	783
568	784
568	785
569	786
569	787
569	788
569	789
569	790
570	791
570	792
571	793
571	794
571	795
572	796
573	797
574	798
574	799
574	800
574	801
574	802
575	803
576	804
577	805
577	806
577	807
578	808
578	809
578	810
579	811
580	812
581	813
582	814
583	815
583	816
584	817
585	818
585	819
585	820
586	821
587	822
588	823
588	824
589	825
589	826
590	827
590	828
591	829
592	830
593	831
594	832
595	833
595	834
595	835
596	836
597	837
598	838
598	839
599	840
599	841
600	842
601	843
601	844
601	845
601	846
601	847
602	848
603	849
603	850
